user_input,provide_preference,accept_recommendation,reject_recommendation,inquire_resources,club_related_inquiries,short_answer_inquiries
I enjoy spending time in nature and disconnecting from technology.,1,0,1,0,0,0
What are the advantages of remote work?,0,0,0,1,0,0
How can I stay updated with industry trends?,0,0,0,1,0,0
I enjoy painting landscapes in my free time.,1,0,0,0,0,0
"Yes, I think this is a reasonable choice.",0,1,0,0,0,0
"No, I don¡¯t feel comfortable with this option.",0,0,1,0,0,0
Can you explain how machine learning models make predictions?,0,0,0,1,0,1
I don¡¯t have a strong preference either way.,1,0,0,0,0,0
How do I stay productive while working remotely?,0,0,0,1,0,0
I enjoy writing poetry and short stories.,1,0,0,0,0,0
What are the best techniques for critical thinking?,0,0,0,1,0,0
Taking regular breaks improves focus and efficiency.,0,0,0,0,0,0
How do I improve my networking skills?,0,0,0,1,0,0
I prefer listening to podcasts over reading articles.,1,0,0,0,0,0
Can you recommend a beginner-friendly finance book?,0,0,0,1,0,0
I love trying new cuisines and exploring different flavors.,1,0,0,0,0,0
Where can I find good internships for software engineering?,0,0,0,1,0,0
What are the most effective ways to practice coding?,0,0,0,1,0,0
I believe collaboration leads to better outcomes.,0,0,0,0,0,0
"No, I think we should consider another alternative.",0,0,1,0,0,0
What are some effective ways to manage stress?,0,0,0,1,0,0
Tell me about the latest breakthroughs in AI research.,0,0,0,0,0,1
I enjoy learning new languages and cultures.,1,0,0,0,0,0
How do I develop good habits for lifelong success?,0,0,0,1,0,0
What are the most common mistakes people make in interviews?,0,0,0,1,0,0
I find inspiration in biographies of great leaders.,0,0,0,1,0,0
Can you suggest an online platform to learn programming?,0,0,0,1,0,0
What are the benefits of maintaining a journal?,0,0,0,1,0,0
I prefer hands-on projects over theoretical learning.,1,0,0,0,0,0
How do I build self-confidence in professional settings?,0,0,0,1,0,0
What are some key trends shaping the future of work?,0,0,0,1,0,0
I enjoy hiking and spending time outdoors.,1,0,0,0,0,0
Where can I find reliable sources for research papers?,0,0,0,1,0,0
What are the best practices for team collaboration?,0,0,0,1,0,0
I like solving logic puzzles in my free time.,1,0,0,0,0,0
"No, I have doubts about this approach.",0,0,1,0,0,0
How does AI contribute to environmental sustainability?,0,0,0,1,0,1
What are some effective ways to improve memory?,0,0,0,1,0,0
I find mindfulness techniques very helpful.,0,0,0,1,0,0
How do I structure an effective study plan?,0,0,0,1,0,0
What are some ways to build mental resilience?,0,0,0,1,0,0
How do I effectively prepare for a public speech?,0,0,0,1,0,0
What is the best way to set and achieve personal goals?,0,0,0,1,0,1
I enjoy working on creative design projects.,1,0,0,0,0,0
How do I stay up-to-date with the latest technology trends?,0,0,1,1,0,0
What are the biggest challenges in data security?,0,0,0,1,0,0
I like brainstorming innovative ideas for new projects.,1,0,1,0,0,0
What are the key principles of emotional intelligence?,0,0,0,1,0,0
How do I find mentors in my field of interest?,0,0,0,1,0,0
What are the advantages and disadvantages of remote work?,0,0,0,1,0,0
I enjoy sketching portraits in my free time.,1,0,0,0,0,0
"Yes, I think this is the right approach.",0,1,0,0,0,0
"No, I believe there is a better alternative.",0,0,1,0,0,0
Can you explain the basics of neural networks?,0,0,0,1,0,1
I don¡¯t have a particular preference in this matter.,1,0,0,0,0,0
How can I improve my writing skills for academic papers?,0,0,0,1,0,0
I enjoy volunteering for community service projects.,1,0,0,0,0,0
What are the best ways to learn a new programming language?,0,0,0,1,0,0
Developing self-discipline leads to long-term success.,0,0,0,0,0,0
"How do I balance work, study, and personal life?",0,0,0,1,0,0
I prefer outdoor activities over staying indoors.,1,0,0,0,0,0
Can you recommend a book on cognitive psychology?,0,0,0,1,0,0
I love exploring new places and cultures.,1,0,0,0,0,0
Where can I find reliable online courses for data science?,0,0,0,1,0,0
What are the key habits of successful entrepreneurs?,0,0,0,1,0,0
I believe that patience is key to mastering any skill.,0,0,0,0,0,0
"Yes, I fully support this decision.",0,1,0,0,0,0
"No, I don¡¯t think this aligns with my goals.",0,0,1,0,0,0
What are some practical strategies for staying organized?,0,0,0,1,0,0
Tell me about the latest advancements in robotics.,0,0,0,0,0,1
I enjoy listening to classical music while working.,1,0,0,0,0,0
What are some common mistakes people make when investing?,0,0,0,1,0,0
I find documentaries about history very interesting.,0,0,0,1,0,0
Can you suggest a platform for learning AI from scratch?,0,0,0,1,0,0
What are the benefits of keeping a daily journal?,0,0,0,1,0,0
I prefer working on challenging and creative tasks.,1,0,0,0,0,0
How do I build confidence in professional settings?,0,0,0,1,0,0
What are some key takeaways from recent AI research?,0,0,0,1,0,0
I love engaging in deep discussions about philosophy.,1,0,0,0,0,0
Where can I find courses on leadership development?,0,0,0,1,0,0
What are the most important aspects of emotional intelligence?,0,0,0,1,0,0
I like spending my weekends reading self-improvement books.,1,0,0,0,0,0
"Yes, I think this is a great opportunity.",0,1,0,0,0,0
"No, I don¡¯t feel comfortable with this choice.",0,0,1,0,0,0
How does AI impact the future of healthcare?,0,0,0,1,0,1
What are some techniques for improving memory retention?,0,0,0,1,0,0
I find meditation helpful for maintaining focus.,0,0,0,1,0,0
How do I structure a research proposal effectively?,0,0,0,1,0,0
What are the key differences between machine learning and deep learning?,0,0,0,1,0,0
I believe that resilience is a crucial life skill.,0,0,0,0,0,0
How do I prepare for a technical job interview?,0,0,0,1,0,0
What is the most effective way to set long-term goals?,0,0,0,1,0,1
I enjoy designing digital artwork and illustrations.,1,0,0,0,0,0
How do I stay updated on the latest industry trends?,0,0,0,1,0,0
What are the biggest challenges in cybersecurity today?,0,0,0,1,0,0
I like brainstorming creative solutions to problems.,1,0,0,0,0,0
What are the fundamental principles of personal finance?,0,0,0,1,0,0
How can I find mentors in my area of interest?,0,0,0,1,0,0
What are the best strategies for career growth?,0,0,0,1,0,0
I enjoy learning about space and astronomy.,1,0,1,0,0,0
"Yes, I believe this is a great opportunity.",0,1,0,0,0,0
Can you explain how recommendation systems work?,0,0,0,1,0,1
"I don¡¯t mind either way, both choices are fine.",0,0,0,0,0,0
How do I develop a daily habit of reading?,0,0,0,1,0,0
I love playing musical instruments in my free time.,1,0,0,0,0,0
What are the best ways to boost creativity?,0,0,0,1,0,0
Maintaining a work-life balance is important for mental health.,0,0,0,0,0,0
How do I stay motivated to achieve my long-term goals?,0,0,0,1,0,0
I prefer deep work sessions over multitasking.,1,0,0,0,0,0
Can you suggest a good documentary on climate change?,0,0,0,1,0,0
I love taking photographs of nature and landscapes.,1,0,0,0,0,0
Where can I find high-quality educational podcasts?,0,0,0,1,0,0
What are some techniques to improve logical reasoning?,0,0,0,1,0,0
I believe that perseverance is key to success.,0,0,0,0,0,0
"Yes, I completely support this initiative.",0,1,0,0,0,0
"No, I think we should consider alternative options.",0,0,1,0,0,0
What are the advantages of practicing mindfulness daily?,0,0,0,1,0,0
Tell me about the latest developments in neuroscience.,0,0,0,0,0,1
I enjoy attending live music concerts.,1,0,0,0,0,0
How do I improve my adaptability in changing environments?,0,0,0,1,0,0
What are the most effective ways to reduce procrastination?,0,0,0,1,0,0
I find history and ancient civilizations fascinating.,0,0,0,1,0,0
Can you recommend an inspiring autobiography?,0,0,0,1,0,0
What are the benefits of practicing gratitude?,0,0,0,1,0,0
"I prefer working in quiet, distraction-free environments.",1,0,0,0,0,0
How do I create a structured plan for my career?,0,0,0,1,0,0
What are some strategies for becoming more self-disciplined?,0,0,0,1,0,0
I like experimenting with new tech gadgets.,1,0,0,0,0,0
Where can I find beginner-friendly guides on AI?,0,0,0,1,0,0
What are the best methods for managing personal finances?,0,0,0,1,0,0
I enjoy working on team projects and collaborations.,1,0,0,0,0,0
"Yes, I think this is a wise decision.",0,1,0,0,0,0
"No, I have some concerns about this approach.",0,0,1,0,0,0
How does AI contribute to personalized learning?,0,0,0,1,0,1
What are the key factors in making a persuasive argument?,0,0,0,1,0,0
I find deep philosophical discussions thought-provoking.,0,0,0,1,0,0
How do I improve my focus while studying?,0,0,0,1,0,0
What are the differences between classical and quantum computing?,0,0,0,1,0,0
I believe lifelong learning is essential for personal growth.,0,0,0,0,0,0
How do I prepare effectively for an important exam?,0,0,0,1,0,0
What is the best way to track personal progress and achievements?,0,0,0,1,0,1
I enjoy outdoor adventure sports like rock climbing.,1,0,0,0,0,0
How do I build a strong professional network?,0,0,0,1,0,0
What are the biggest challenges facing the global economy today?,0,0,1,1,0,0
I like analyzing market trends and investment opportunities.,1,0,0,0,0,0
What are the fundamental principles of user experience design?,0,0,0,1,0,0
How do I maintain motivation while working on long-term projects?,0,0,0,1,0,0
What are the most exciting innovations in AI today?,0,0,1,1,0,0
I enjoy attending workshops on AI research.,1,0,0,0,0,0
"Yes, I believe this is the best choice.",0,1,0,0,0,0
"No, I think we should look at other options.",0,0,1,0,0,0
Can you tell me how to join UTMIST?,0,0,0,1,1,1
"I don¡¯t mind either way, both options are good.",0,0,0,0,0,0
How do I apply for research opportunities at UofT?,0,0,0,1,0,0
I love working on team projects related to machine learning.,1,0,0,0,0,0
What are the benefits of joining a student organization?,0,0,0,1,0,0
Taking part in hackathons is a great way to learn.,0,0,0,0,0,0
How do I balance coursework and extracurricular activities?,0,0,0,1,0,0
I prefer working on deep learning projects.,1,0,0,0,0,0
Can you recommend a good AI research paper?,0,0,0,1,0,0
I love attending guest lectures on artificial intelligence.,1,0,0,0,0,0
Where can I find funding for student research at UofT?,0,0,0,1,0,0
What are some resources to prepare for coding interviews?,0,0,0,1,0,0
I believe that collaboration leads to better ideas.,0,0,0,0,0,0
"Yes, I fully support this plan.",0,1,0,0,0,0
"No, I don¡¯t think this is the right fit for me.",0,0,1,0,0,0
What are the key skills needed for AI research?,0,0,0,1,0,0
Tell me about the latest AI-related initiatives at UofT.,0,0,0,0,0,1
I enjoy discussing machine learning topics with peers.,1,0,0,0,0,0
How can I network with AI researchers at UofT?,0,0,0,1,0,0
What are some challenges faced by AI student teams?,0,0,0,1,0,0
I find reinforcement learning applications very interesting.,0,0,0,1,0,0
Can you suggest some online AI communities?,0,0,0,1,0,0
What are the benefits of participating in UTMIST competitions?,0,0,0,1,1,0
I prefer structured learning over self-paced courses.,1,0,0,0,0,0
How do I prepare for a career in AI development?,0,0,0,1,0,0
What are some recommended books for understanding deep learning?,0,0,0,1,0,0
I like working on AI-driven robotics projects.,1,0,0,0,0,0
Where can I find datasets for NLP research?,0,0,0,1,0,0
What are some common mistakes in training deep learning models?,0,0,0,1,0,0
I believe that consistent effort leads to long-term success.,0,0,0,0,0,0
"Yes, I agree that this is a good direction.",0,1,0,0,0,0
"No, I think we should reconsider our approach.",0,0,1,0,0,0
How does UTMIST help students get involved in research?,0,0,0,1,1,1
What are the best ways to stay updated with AI advancements?,0,0,0,1,0,0
I enjoy leading team projects on AI applications.,1,0,0,0,0,0
How can I contribute to an open-source AI project?,0,0,0,1,0,0
What is the best way to structure an AI research paper?,0,0,0,1,0,1
I love experimenting with different deep learning architectures.,1,0,0,0,0,0
How do I build a strong research portfolio for graduate school?,0,0,0,1,0,0
What are the key factors in a successful AI startup?,0,0,0,1,0,0
I find AI ethics to be a very important area of study.,0,0,0,1,0,0
What are some essential programming skills for AI engineers?,0,0,0,1,0,0
How does AI contribute to real-world problem-solving?,0,0,0,1,0,1
I like working in interdisciplinary AI research teams.,1,0,0,0,0,0
Where can I find networking events for AI professionals?,0,0,0,1,0,0
What are some tips for improving AI model performance?,0,0,0,1,0,0
I love attending student-led AI research seminars.,1,0,0,0,0,0
"Yes, I am confident this is the right choice.",0,1,0,0,0,0
"No, I think we need to explore other options.",0,0,1,0,0,0
Can you guide me on how to apply for UofT scholarships?,0,0,0,1,0,0
I don't have a strong opinion on this topic.,0,0,0,0,0,0
How do I get involved in AI research at UofT?,0,0,0,1,0,0
I enjoy collaborating with teams on AI competitions.,1,0,0,0,0,0
What are the benefits of joining UTMIST as a new member?,0,0,0,1,1,0
Attending hackathons helps me develop problem-solving skills.,0,0,0,0,0,0
How do I balance studying with extracurricular activities?,0,0,0,1,0,0
I prefer learning through hands-on projects rather than theory.,1,0,0,0,0,0
Can you suggest some essential AI programming tools?,0,0,0,1,0,0
I love networking with AI professionals at conferences.,1,0,0,0,0,0
Where can I find AI-related job opportunities at UofT?,0,0,0,1,0,0
What are some tips for writing a strong research paper?,0,0,0,1,0,0
I believe teamwork is crucial in AI development projects.,0,0,0,0,0,0
"Yes, I think this approach aligns with our goals.",0,1,0,0,0,0
"No, I have concerns about this plan.",0,0,1,0,0,0
What skills are essential for an AI research career?,0,0,0,1,0,0
Tell me about the latest AI-focused student initiatives at UofT.,0,0,0,0,0,1
I enjoy discussing emerging AI trends with fellow researchers.,1,0,0,0,0,0
How can I connect with experienced AI mentors at UofT?,0,0,0,1,0,0
What challenges do AI student organizations face?,0,0,0,1,0,0
I find deep reinforcement learning applications fascinating.,0,0,0,1,0,0
Can you provide links to online AI courses?,0,0,0,1,0,0
How does participating in UTMIST improve AI knowledge?,0,0,1,1,1,1
I prefer structured group discussions for learning AI concepts.,1,0,0,0,0,0
What steps should I take to secure an AI internship?,0,0,0,1,0,0
What are some fundamental AI concepts every student should know?,0,0,1,1,0,0
